Book,Recommendations
Shopgirl : A Novella,FLAMING IGUANAS : AN ILLUSTRATED ALL-GIRL ROAD NOVEL THING (Mad Dog Rodriguez Trilogy)@ Resurrection Row@ The Road Not Taken and Other Poems (Dover Thrift Editions)@ Adrift: Seventy-Six Days Lost at Sea@ Killer Hair
Short &amp; Tall Tales: Moose County Legends Collected by James Mackintosh Qwilleran,Blue Light@ Eon : A Novel (Eon)@ Orchid Blues (Holly Barker Novels (Paperback))@ Trading Places@ Practical Demonkeeping: A Comedy of Horrors
Short Stories of Ernest Hemingway (A Scribner classic),"The Goal: A Process of Ongoing Improvement@ The Dark Side of the Light Chasers: Reclaiming Your Power, Creativity, Brilliance, and Dreams@ Spontaneous Healing : How to Discover and Enhance Your Body's Natural Ability to Maintain and Heal Itself@ Pronto@ Absolute Rage"
Shotgun Bride (McKettrick Cowboys),Magnolia Creek@ High Country Bride (McKettrick Cowboys)@ Summer Moon@ Off Limits@ Always in My Heart
Shotgun Wedding,On a Wild Night (Cynster Novels)@ More than a Mistress@ The Love Potion (Time of Your Life)@ My Favorite Bride@ Summer Moon
Show of Evil,"Alas, Babylon@ Billy Straight: A Novel@ The Policy@ Suspicion of Guilt@ The End Of The Dream The Golden Boy Who Never Grew Up : Ann Rules Crime Files Volume 5"
Shrink Rap,Stone Cold: A Jesse Stone Novel@ A Fine and Bitter Snow : A Kate Shugak Novel (Kate Shugak Mysteries (Hardcover))@ The Cutting Room@ Blood Junction@ High Country
Shrub : The Short but Happy Political Life of George W. Bush,"Hoot (Newbery Honor Book)@ Dance, Dance, Dance: A Novel@ The Buddha of Suburbia@ Stolen Lives : Twenty Years in a Desert Jail (Oprah's Book Club (Paperback))@ American Pastoral"
Shutter Island,"Rock This!@ The Nine Emotional Lives of Cats : A Journey Into the Feline Heart@ The Dark is Rising (The First Book in The Dark Is Rising Sequence)@ Lost and Found: Dogs, Cats, and Everyday Heroes at a Country Animal Shelter@ Night Train to Memphis"
Shutter Island: A Novel,Lord of Light@ 21 Dog Years : Doing Time @ Amazon.com@ Altered Carbon@ Fatal@ Not Guilty
Shutterbabe: Adventures in Love and War,Moonlight on the Avenue of Faith@ The Sandman: Book of Dreams@ After Long Silence: A Memoir@ Fire@ The Art of Shen Ku: The Ultimate Traveler's Guide : The First Intergalactic Artform of the En  Tire Universe
Shutterbug Follies (Doubleday Graphic Novels),White Teeth@ Sarah@ Stone Butch Blues@ The Heart Is Deceitful Above All Things@ First Test (Protector of the Small)
Si c'est un homme,"Le Guide galactique, tome 1@ Bilbo, Le Hobbit@ A Letter to Mrs. Roosevelt@ Band of Brothers: E Company, 506th Regiment, 101st Airborne from Normandy to Hitler's Eagle's Nest@ Das Echo."
Siberian Light,"Dry Bones That Dream (An Inspector Banks Mystery)@ The Little Drummer Girl@ A Letter to Mrs. Roosevelt@ Band of Brothers: E Company, 506th Regiment, 101st Airborne from Normandy to Hitler's Eagle's Nest@ Das Echo."
Sick Puppy,"Basket Case@ Lucky You@ LA Connections : Power, Obsession, Murder, Revenge (L.A. Connections)@ Stormy Weather@ Lethal Seduction"
Sick of Shadows,Genome@ A Short History of a Small Place: A Novel@ The PMS Outlaws : An Elizabeth MacPherson Novel@ My Losing Season (Alex Awards (Awards))@ Moab Is My Washpot: An Autobiography
Sickened : The Memoir of a Munchausen by Proxy Childhood,"A False Sense of Well Being (Ballantine Reader's Circle)@ Blind Spot@ Save Karyn : One Shopaholic's Journey to Debt and Back@ The Blue Bottle Club@ The Best of Bombeck: At Wit's End, Just Wait Until You Have Children of Your Own, I Lost Everything in the Post-Natal Depression"
Siddharta (Mexican Edition),'Salem's Lot@ 01-01-00: The Novel of the Millennium@ 10 Lb. Penalty@ 100 Best-Loved Poems (Dover Thrift Editions)@ 100 Selected Poems by E. E. Cummings
Siddhartha,Steppenwolf@ Until the Real Thing Comes Along:@ The Fencing Master: A Novel@ Prince of Lost Places@ The Book Club
Side Effects,El Aleph@ El lÃ¡piz del carpintero@ Possession@ The Last Victim : A True-Life Journey into the Mind of the Serial Killer@ Smith of Wootton Major and Farmer Giles of Ham
Side Tracked Home Executives,"The Last Full Measure (Ballantine Reader's Circle)@ Medusa's Child@ Fish! A Remarkable Way to Boost Morale and Improve Results@ The Seeing Stone (The Spiderwick Chronicles, Book 2)@ The Postman"
Sideways Stories from Wayside School (Wayside School),"Mr. White's Confession : A Novel@ Harold and the Purple Crayon 50th Anniversary Edition@ A LITTLE YELLOW DOG : Featuring an Original Easy Rawlins Short Story \Gray-Eyed Death\"" (Easy Rawlins Mysteries (Paperback))""@ Death in the Devil's Acre@ The Fig Eater : A Novel"
Sights Unseen,Red Azalea@ The Music of Chance@ The Big Nap (Mommy-Track Mysteries (Paperback))@ The House of Gentle Men : A Novel@ A Monk Swimming
Silence in Hanover Close,Mrs. Pollifax on the China Station@ The Hyde Park Headsman@ St. Patrick's Gargoyle@ L'Homme aux cercles bleus@ Vanity Fair (Penguin Popular Classics)
Silence of the Lambs,"Red Dragon@ Hannibal@ The Vampire Lestat (Vampire Chronicles, Book II)@ Justice (Peter Decker &amp; Rina Lazarus Novels (Paperback))@ The Long Hard Road Out of Hell"
Silent Honor,Heartbeat@ Sleeping With the Enemy@ The House on Hope Street@ Secrets@ Suspicion of Innocence
Silent Night,Lust Killer (Signet True Crime S.)@ Seduction in Death@ Witness in Death (Eve Dallas Mysteries (Paperback))@ Conspiracy in Death@ Ravished
Silent Night : A Christmas Suspense Story,The Other Side of Midnight@ Black Cherry Blues: A Dave Robicheaux Novel@ Pressure Points@ Heat@ The Cat Who Smelled a Rat
Silent Partner,The Judgment@ 21 Dog Years : Doing Time @ Amazon.com@ Altered Carbon@ Fatal@ Not Guilty
Silent Partner (Alex Delaware Novels (Paperback)),Time Bomb (Alex Delaware Novels (Paperback))@ The Second Silence@ False Prophet: A Peter Decker/Rina Lazarus Mystery (Peter Decker &amp; Rina Lazarus Novels (Paperback))@ The Clinic (Alex Delaware Novels (Paperback))@ The Ritual Bath (Peter Decker &amp; Rina Lazarus Novels (Paperback))
Silent Prey,Eyes of Prey@ Night Prey@ The Sabbathday River@ Shadow Prey@ Rules of Prey
Silent Snow,"A Kiss Remembered@ Paradise Lost: A Novel of Suspense@ The Perfect Victim@ The Ghost Next Door (Goosebumps, No 10)@ Skyward"
Silent Spring,Notes from Underground (Bantam Classic)@ A Bend in the River@ A House for Mr. Biswas@ ZORBA THE GREEK@ My Life
Silent Treatment,Miracle Cure@ The Five Love Languages: Five Love Languages@ True Justice@ Honor Among Thieves@ Killing Mister Watson
Silent Witness,The Web@ Running in Heels: A Novel@ The President's Daughter@ Stalker: A Novel (Peter Decker &amp; Rina Lazarus Novels (Hardcover))@ Jack and Jill: A Novel
Silk,The Napping House@ The Shrinking of Treehorn@ The Voyage of the Narwhal@ Ellis Island@ Pride and Prejudice (Puffin Classics)
Silver,The Hounds of the Morrigan@ Animal Farm: A Fairy Story@ We the Living@ Behind the Attic Wall (Avon Camelot Books (Paperback))@ Smith of Wootton Major and Farmer Giles of Ham
Silver Angel,Tender Rebel (Malory Novels (Paperback))@ Paradise Wild@ Heart of Thunder@ A Heart So Wild@ Captive Bride
Silver Pigs: A Detective Novel in Ancient Rome,"HTML 4 for the World Wide Web, Fourth Edition: Visual QuickStart Guide (4th Edition)@ Larger Than Death (Josephine Fuller Mystery)@ Floaters@ Denial (Frank Clevenger)@ Star Wars: Tales from the Mos Eisley Cantina (Star Wars (Random House Paperback))"
Silver Wedding,The Alpine Obituary@ Echoes@ The Copper Beech@ Beauty: A Retelling of the Story of Beauty and the Beast@ McNally's Caper (Archy McNally Novels (Paperback))
Silver on the Tree,"Greenwitch@ The Grey King@ The Dark Is Rising@ Babycakes (Tales of the City Series, V. 4)@ Autumn Lover"
Simisola,CORELLI'S MANDOLIN : A Novel@ A Sudden Wild Magic@ The Angel Maker@ The China Garden@ Hotel Paradise
Simple Abundance:  A Daybook of Comfort and Joy,Something More: Excavating Your Authentic Self@ Crow Lake (Today Show Book Club #7)@ The Last Jihad@ Audrey Hepburns Neck@ Fire Ice: A Novel from the Numa Files (Kurt Austin Adventures (Paperback))
Simplify Your Life : 100 Ways to Slow Down and Enjoy the Things That Really Matter,Some Things That Stay@ Sarah's Window@ NEW ROADSIDE AMERICA : THE MODERN TRAVELER'S GUIDE TO THE WILD AND WONDERFUL WORLD OF AMERICA'S TOURIST@ The Good Earth (Enriched Classics)@ Vinegar Hill (Oprah's Book Club (Hardcover))
Simply Divine,Coma@ Almost blue (Stile libero)@ Havana Bay: A Novel@ The Old Man Who Read Love Stories@ The Magician's Assistant
Simply Irresistible (Avon Light Contemporary Romances),Fancy Pants@ The Final Judgement@ Breathing Room (Avon Romance)@ Flight Lessons@ Double Standards
Simply Sensual (Harlequin Single Title),Simply Sinful (Simply (Harlequin))@ Hot Ice@ Men of Courage@ Texas! Sage@ Buckhorn Brothers: Casey
Simply Sinful (Simply (Harlequin)),Simply Sensual (Harlequin Single Title)@ Hot Ice@ Buckhorn Brothers: Casey@ Texas! Chase@ Cashflow Quadrant: Rich Dad's Guide to Financial Freedom
Sin Killer,Orchid Beach@ Portrait in Sepia@ Streets of Laredo@ Acts of War (Tom Clancy's Op Center (Paperback))@ The Deadhouse
"Sin Killer : The Berrybender Narrative, Book 1","Partner in Crime@ Without Fail (Jack Reacher Novels (Hardcover))@ A Letter to Mrs. Roosevelt@ Band of Brothers: E Company, 506th Regiment, 101st Airborne from Normandy to Hitler's Eagle's Nest@ Das Echo."
Sin Noticias De Gurb (Biblioteca breve),"El Senor De Los Anillos: El Retorno Del Rey (Tolkien, J. R. R. Lord of the Rings. 3.)@ Rayuela@ Harry Potter y el prisionero de Azkaban@ Un tranvÃ­a en SP (Sprako Tranbia)@ El Senor De Los Anillos: LA Comunidad Del Anillo (Lord of the Rings (Spanish))"
Sinful,"This Alien Shore@ White Lies@ A Letter to Mrs. Roosevelt@ Band of Brothers: E Company, 506th Regiment, 101st Airborne from Normandy to Hitler's Eagle's Nest@ Das Echo."
Sing Down the Moon (Laurel-Leaf Historical Fiction),"Devil'S Own@ Smith of Wootton Major and Farmer Giles of Ham@ \Girls' Night Out\""/\""Boys' Night In\""""@ Private Altars@ Caddie Woodlawn"
Sing the Four Quarters (Daw Book Collectors),Fifth Quarter (Daw Book Collectors)@ Take a Thief: A Novel of Valdemar@ Dragonne's Eg@ The Black Gryphon (Daw Book Collectors)@ Blood Pact (Daw Book Collectors)
Singer from the Sea,Songs of Distant Earth@ Il Piccolo Principe@ A Grave Talent@ The Fresco@ Gibbon's Decline and Fall
Singin' and Swingin' and Gettin' Merry Like Christmas,The Legend of Bagger Vance@ Maya Angelou: Poems@ Notes from the Underground (Dover Thrift Editions)@ The Communist Manifesto@ The Spellsong War : Book 2 of Spellsong Cycle (Spellsong Cycle)
Singing in the Comeback Choir,Ghostwritten@ The Swiss Account@ Abide With Me@ The Bone Vault : A Novel@ Other People's Dirt: A Housecleaner's Curious Adventures
Single White Vampire,Stuck on You (Avon Romance)@ George &amp; the Virgin@ Blood Junction@ Wild at Heart@ Improper English
Sink Reflections,The Berets (Brotherhood of War Book V)@ The Botany of Desire: A Plant's-Eye View of the World@ Bubbles in Trouble (Bubbles Books)@ The Stargazey (Richard Jury Mystery Series/Martha Grimes)@ A Letter to Mrs. Roosevelt
Sir Apropos of Nothing,"Spider-Man@ Specter of the Past (Star Wars: The Hand of Thrawn, Book One)@ The Hobbit (Young Adult edition, Sis cover)@ The Demolished Man@ Pagan Babies"
Sirena,"Motherhood: The Second Oldest Profession@ The Reckoning@ Cleopatra VII: Daughter of the Nile, Egypt, 57 B.C. (The Royal Diaries)@ The Oracle Glass@ Trail of the Spanish Bit : Spanish Bit Saga, Number 1 (Spanish Bit Saga of the Plains Indians)"
Sis Boom Bah,"Black Coffee: A Hercule Poirot Novel (Hercule Poirot Mysteries (Paperback))@ Close to Shore: The Terrifying Shark Attacks of 1916@ Horse Heaven (Ballantine Reader's Circle)@ Anger: Wisdom for Cooling the Flames@ Area 51 (Area 51, Book 1)"
Sister Carrie,The Crying of Lot 49: A Novel (Perennial Fiction Library)@ Summer (Signet Classic)@ Babbitt (Signet Classics (Paperback))@ Salvation on Sand Mountain: Snake Handling and Redemption in Southern Appalachia@ The Giant's House: A Romance
Sister of My Heart,Miracle at St. Anna@ Blue Light@ Black Cherry Blues: A Dave Robicheaux Novel@ The Mistress of Spices@ Stupid White Men. Eine Abrechnung mit dem Amerika unter George W. Bush
Sisterchicks on the Loose (Sisterchicks),"The Other Twin@ The Snow Bride@ Flamingo Diner@ Sleeping Beauty (Margolin, Phillip)@ The English Assassin"
Sisterhood of the Traveling Pants,"The Second Summer of the Sisterhood@ Here's to You, Rachel Robinson@ Lucy's Launderette (Red Dress Ink)@ The Crying of Lot 49: A Novel (Perennial Fiction Library)@ Mates, Dates, and Inflatable Bras (Mates, Dates)"
Sisters,The Falls (Inspector Rebus S.)@ Orchid Blues (Holly Barker Novels (Hardcover))@ The Pardon@ Family: The Ties That Bind and Gag!@ Not Without My Daughter
Sisters Found,Dark of the Moon@ A Kiss Remembered: A Classic Love Story@ Honey@ The Wedding is White (Silhouette Desire)@ On a Wicked Dawn (Cynster Novels)
Six Great Sherlock Holmes Stories (Dover Thrift Editions),The Hound of the Baskervilles (Dover Thrift Editions)@ Sense and Sensibility (Penguin Classics)@ The Phantom of the Opera: The Original Novel@ The Sky Is Falling@ Perfect
Six Wives of Henry VIII,"Little House in the Big Woods (Little House)@ In Sunlight, in a Beautiful Garden : A Novel@ Galilee@ Dave Barry Slept Here: A Sort of History of the United States@ The National Parks : A Postcard Folio Book"
Six by Seuss: A Treasury of Dr. Seuss Classics,All Through The Night : A Suspense Story@ Three Women@ The China Bride@ Vice@ The Girl Who Heard Dragons
Six of One,"Dakota: A Spiritual Geography@ \What Do You Care What Other People Think?\"": Further Adventures of a Curious Character""@ Bingo@ Time Cat: The Remarkable Journeys of Jason and Gareth@ Victory Over Japan : A Book of Stories"
Skeleton Crew,The Tommyknockers@ Pet Sematary@ It@ The Dark Half@ Dolores Claiborne
Skellig,Sleeping With the Enemy@ The Cat Who Sniffed Glue@ Suspicion of Innocence@ The Freedom Writers Diary : How a Teacher and 150 Teens Used Writing to Change Themselves and the World Around Them@ Vegas Heat
Skin Deep,"Stanislaski Sisters@ A Little Magic@ Hidden Star  (The Stars Of Mithra) (Harlequin Intimate Moments, 811)@ Enchanted: The Donovan Legacy (Intimate Moments, #961)@ Calhoun Women: Catherine And Amanda (The Calhoun Women)"
Skin Tight,Double Whammy@ In This Mountain@ His Bright Light : The Story of Nick Traina@ Tourist Season@ Basket Case
Skinny Dip,The Blue Last: A Richard Jury Mystery@ 21 Dog Years : Doing Time @ Amazon.com@ Altered Carbon@ Fatal@ Not Guilty
Skinny Legs and All,Fierce Invalids Home from Hot Climates@ Narcissus and Goldmund@ 9-11@ Notes from Underground (Bantam Classic)@ FLAMING IGUANAS : AN ILLUSTRATED ALL-GIRL ROAD NOVEL THING (Mad Dog Rodriguez Trilogy)
Skinwalkers (Joe Leaphorn/Jim Chee Novels),"The Library Card (Apple Signature Edition)@ Mars Crossing@ Einstein's Bridge@ The Haunted Mask (Goosebumps, No 11)@ The Santaroga Barrier"
Skipping Christmas,Mixed Blessings@ The Shell Seekers@ Vinegar Hill (Oprah's Book Club (Hardcover))@ Loving@ Final Jeopardy (Alexandra Cooper Mysteries (Paperback))
Skipping Towards Gomorrah: The Seven Deadly Sins and the Pursuit of Happiness in America,"Salvation on Sand Mountain: Snake Handling and Redemption in Southern Appalachia@ The Tipping Point: How Little Things Can Make a Big Difference@ The Crying of Lot 49: A Novel (Perennial Fiction Library)@ The Wedding Dress@ Isaac's Storm : A Man, a Time, and the Deadliest Hurricane in History"
Skull Beneath the Skin,St. Patrick's Gargoyle@ I Am the Only Running Footman@ The Wood Beyond (Dalziel and Pascoe Mysteries (Paperback))@ Five Bells and Bladebone@ Break in
Skull Session,The Falls (Inspector Rebus S.)@ Shadows@ Orchid Blues (Holly Barker Novels (Hardcover))@ The Pardon@ Family: The Ties That Bind and Gag!
"Skybowl (Dragon Star, Book 3)","Stronghold (Dragon Star, Book 1)@ The Dragon Token (Dragon Star, Book 2)@ Dragon Prince (Dragon Prince, Book 1)@ Deryni Rising (Chronicles of the Deryni)@ Illusion"
Skyward,The Perfect Summer@ A Kiss Remembered@ The Other Twin@ Safe Harbor@ A Letter to Mrs. Roosevelt
Slammerkin,A Pirate Looks At Fifty@ The Anubis Gates@ Anna's Book@ Mail@ Dearly Beloved
Slander: Liberal Lies About the American Right,WAY THINGS OUGHT TO BE@ The Art of Raising a Puppy@ A Caress of Twilight (Meredith Gentry Novels (Hardcover))@ Narcissus in Chains (Anita Blake Vampire Hunter (Hardcover))@ Blue Moon (Anita Blake Vampire Hunter)
Slapstick or Lonesome No More!,"Bluebeard@ Player Piano@ God Bless You, Mr. Rosewater or Pearls Before Swine@ Galapagos@ Jailbird"
Slaughterhouse Five or the Children's Crusade: A Duty Dance With Death,Women in Love@ Wit : A Play@ Timequake@ Who's Afraid of Virginia Woolf?@ Civil Disobedience and Other Essays (Dover Thrift Editions)
Slaughterhouse-Five,Great Expectations@ The Coldest Winter Ever@ Talking to Dragons (Enchanted Forest Chronicles (Paperback))@ Selected Poems (Dover Thrift Editions)@ Hamlet (Bantam Classics)
Slave to Fashion : A Novel,Things My Girlfriend and I Have Argued About: A Novel@ Girls' Poker Night: A Novel@ Getting Over It@ The Day I Turned Uncool: Confessions of a Reluctant Grown-Up@ The Minotaur Takes a Cigarette Break: A Novel
Slaves in the Family (Ballantine Reader's Circle),"DIARY ANNE FRANK@ Undaunted Courage: Meriwether Lewis Thomas Jefferson and the Opening of the American West@ In Sunlight, in a Beautiful Garden : A Novel@ The Lobster Chronicles : Life On a Very Small Island@ Notes from the Underground (Dover Thrift Editions)"
Slaves of Obsession (William Monk Novels (Paperback)),"Black Coffee: A Hercule Poirot Novel (Hercule Poirot Mysteries (Paperback))@ Close to Shore: The Terrifying Shark Attacks of 1916@ Anger: Wisdom for Cooling the Flames@ Area 51 (Area 51, Book 1)@ 8.4"
Sleep No More,The First Billion@ Warning Signs@ When Darkness Falls@ A Fine and Bitter Snow : A Kate Shugak Novel (Kate Shugak Mysteries (Hardcover))@ The Cutting Room
